feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
33.35,20.0,C,1531.07,Yes,7,13.53,1
25.08,16.0,A,835.6,Yes,1,25.77,1
30.73,97.0,C,1154.23,Yes,1,2.95,0
31.37,9.0,C,1164.96,No,4,3.47,1
30.5,76.0,A,482.18,No,8,6.85,1
40.01,76.0,C,703.15,No,6,27.62,0
28.25,75.0,B,1323.05,Yes,6,5.48,0
41.92,39.0,B,673.68,No,8,32.18,0
23.71,80.0,C,854.69,No,1,1.7,0
24.22,93.0,A,1045.9,Yes,6,10.68,0
22.53,98.0,A,1413.56,Yes,7,24.41,0
24.36,91.0,A,1375.56,No,2,30.51,0
34.06,34.0,A,1055.01,No,3,4.68,1
36.9,18.0,C,1160.08,Yes,6,21.47,1
21.28,51.0,C,1371.7,Yes,2,0.95,0
33.43,64.0,C,954.54,Yes,7,3.12,0
,35.0,A,1081.83,No,9,87.18,1
31.89,82.0,B,691.09,Yes,2,15.79,0
36.94,0.0,A,1095.81,No,3,36.99,0
,27.0,B,1126.15,Yes,4,2.59,1
15.27,18.0,A,812.82,Yes,5,22.69,0
34.7,19.0,C,542.98,Yes,2,7.85,0
21.46,15.0,B,748.77,No,8,23.28,1
29.88,26.0,C,974.79,No,6,55.41,1
29.12,8.0,C,1551.28,Yes,6,42.38,0
36.48,72.0,A,1249.06,No,6,73.9,0
29.31,9.0,B,348.96,Yes,1,9.25,1
35.44,,B,1112.18,No,6,17.87,0
34.19,31.0,C,723.99,Yes,3,5.52,1
29.31,46.0,B,1159.68,Yes,2,,0
26.74,16.0,C,1366.1,Yes,2,29.13,1
26.98,45.0,B,1028.39,Yes,3,28.38,0
41.72,88.0,B,,Yes,5,19.32,1
,29.0,A,919.65,Yes,7,,0
,15.0,B,992.43,Yes,1,10.4,1
26.71,57.0,B,414.6,No,7,20.36,0
33.7,,B,1270.69,Yes,3,0.16,1
32.29,71.0,A,1125.26,Yes,5,0.7,1
27.27,93.0,C,866.95,No,6,8.67,1
24.78,6.0,A,1459.98,No,1,0.8,0
25.96,,C,1197.25,No,1,21.43,1
28.14,99.0,B,824.38,No,3,9.9,0
,7.0,A,57.24,Yes,3,28.59,0
34.86,16.0,B,1140.81,Yes,2,6.01,1
27.24,99.0,C,913.61,No,5,5.84,1
28.5,62.0,A,857.77,No,6,15.82,1
20.48,0.0,B,673.13,No,8,12.93,0
32.52,0.0,A,784.75,No,8,,0
30.24,33.0,A,1355.87,No,5,4.47,0
23.55,58.0,B,,Yes,8,13.79,0
24.76,,C,1210.77,Yes,9,1.05,0
28.2,23.0,C,,Yes,4,19.84,1
25.54,60.0,B,915.14,No,5,18.3,1
15.17,4.0,C,1157.29,Yes,1,5.39,0
28.69,77.0,B,1050.94,Yes,1,,0
30.74,57.0,A,1421.55,No,3,55.58,0
19.99,56.0,A,677.51,No,5,13.4,0
20.55,41.0,B,1499.81,Yes,4,40.51,1
22.71,88.0,B,,No,8,29.24,1
35.35,86.0,A,1283.81,Yes,3,35.01,0
28.77,75.0,B,1212.37,No,4,0.92,1
31.27,0.0,B,975.33,Yes,5,14.52,1
33.95,48.0,C,,No,5,14.01,0
21.35,98.0,C,1190.89,Yes,4,21.19,0
29.67,35.0,C,1149.53,Yes,5,,1
,87.0,C,902.14,No,2,21.02,1
25.2,83.0,A,1549.83,No,1,21.26,0
28.79,39.0,C,941.87,Yes,3,375.75,1
29.98,24.0,B,,No,6,18.27,1
26.1,86.0,B,1359.68,No,1,3.81,1
34.98,23.0,B,1291.54,Yes,7,18.07,1
17.61,55.0,A,1100.01,Yes,9,20.99,0
26.47,69.0,C,720.77,Yes,1,10.59,1
36.07,71.0,B,1163.3,Yes,9,19.29,1
26.26,13.0,C,9694.3,Yes,6,8.41,1
34.12,96.0,C,1332.84,No,6,6.88,0
29.68,2.0,C,1389.72,Yes,1,44.93,0
24.57,98.0,A,1023.63,No,2,75.46,1
29.88,80.0,A,1072.15,No,5,81.55,0
28.73,2.0,C,973.63,No,1,15.18,1
,69.0,C,1095.2,Yes,8,37.39,1
22.54,47.0,B,353.85,Yes,1,9.7,1
45.69,19.0,C,819.9,Yes,6,,0
29.18,29.0,C,1455.95,No,5,34.02,0
25.19,46.0,A,898.95,Yes,3,29.21,0
27.01,23.0,A,667.82,Yes,1,26.72,0
27.96,38.0,B,675.61,No,5,13.03,1
29.83,26.0,C,856.91,Yes,5,54.97,0
33.97,88.0,A,1526.41,No,6,5.1,0
27.35,68.0,C,746.5,Yes,4,61.32,1
32.31,46.0,C,722.83,Yes,2,6.53,0
29.6,56.0,B,1148.53,No,1,8.86,0
27.94,8.0,B,82.59,Yes,7,4.37,0
32.62,90.0,A,1390.04,Yes,9,78.12,0
34.61,7.0,A,759.25,No,7,24.02,0
32.24,25.0,A,1000.79,Yes,8,7.22,0
28.79,66.0,C,879.62,Yes,3,20.28,1
21.91,78.0,A,1351.74,No,6,74.57,0
25.17,89.0,B,1344.69,Yes,5,2.92,1
,19.0,A,1008.81,No,6,7.63,0
24.68,79.0,C,1715.88,Yes,5,24.99,1
25.06,33.0,B,1159.68,No,8,3.2,0
25.98,24.0,C,1222.27,No,9,0.75,0
29.34,62.0,B,694.86,No,3,0.21,0
39.73,49.0,A,950.42,No,1,6.25,0
19.03,92.0,A,1386.65,Yes,5,3.15,0
39.76,76.0,B,1168.33,No,4,10.37,1
32.11,89.0,C,1526.14,Yes,6,8.16,1
29.89,99.0,C,590.62,Yes,8,4.27,0
25.58,29.0,A,673.64,Yes,8,11.11,0
38.26,96.0,A,1200.06,No,1,4.87,1
,37.0,C,924.25,No,3,7.68,0
27.37,92.0,C,1084.16,No,9,23.15,1
29.4,43.0,C,1267.71,Yes,4,,0
30.82,29.0,B,1094.42,No,1,11.53,1
,33.0,A,1168.03,Yes,4,41.81,1
32.0,83.0,C,1371.81,Yes,7,,0
29.26,3.0,B,1201.45,Yes,4,4.91,1
,96.0,C,1022.87,Yes,5,55.43,1
32.16,62.0,C,1278.68,Yes,2,25.66,0
29.26,58.0,A,484.03,No,4,9.56,0
,,B,887.1,Yes,8,28.45,1
21.9,28.0,C,891.43,Yes,3,87.96,0
27.91,30.0,C,1040.83,No,9,31.95,0
36.49,17.0,A,750.61,No,5,2.45,1
18.72,2.0,C,489.88,No,8,17.97,0
32.34,,C,814.56,Yes,1,5.39,1
25.57,83.0,C,,No,1,,0
15.36,34.0,C,681.15,Yes,8,10.5,0
25.46,,A,1550.45,No,6,0.78,0
33.27,13.0,C,851.98,Yes,9,10.49,1
34.29,15.0,B,1401.51,No,2,2.77,0
37.38,56.0,A,481.41,Yes,7,13.24,1
29.77,62.0,A,1365.91,Yes,1,6.1,0
34.23,,A,1138.43,Yes,7,40.92,0
36.1,72.0,C,864.17,Yes,5,26.6,1
26.81,25.0,C,811.44,No,1,,0
42.21,0.0,A,689.7,No,8,0.63,1
33.81,38.0,B,1553.74,No,5,3.4,1
30.18,24.0,C,1062.14,Yes,9,4.14,0
30.87,48.0,C,1382.97,Yes,1,20.32,0
,27.0,B,,Yes,5,30.37,0
24.09,96.0,B,816.56,No,4,26.5,0
23.76,94.0,B,1191.12,Yes,1,17.39,0
30.54,41.0,B,881.3,Yes,1,8.3,0
33.62,78.0,C,844.53,Yes,9,0.27,0
30.57,6.0,B,1019.58,Yes,4,3.03,0
33.08,40.0,A,,Yes,6,16.92,0
32.98,88.0,C,1651.02,No,9,24.38,1
27.49,37.0,C,,Yes,8,21.61,0
,90.0,A,575.48,Yes,3,7.04,1
31.51,52.0,B,1028.44,No,6,3.21,0
33.71,89.0,B,711.32,Yes,9,0.44,0
38.62,24.0,B,1378.42,Yes,6,10.93,1
39.49,38.0,B,844.96,No,4,0.03,1
,27.0,A,1349.55,Yes,1,1.44,0
31.24,35.0,A,1091.94,Yes,2,27.88,0
29.25,58.0,B,1067.97,No,3,6.65,0
30.68,77.0,C,1090.75,Yes,8,53.83,1
29.36,91.0,B,892.42,Yes,3,5.01,0
37.45,86.0,A,1002.84,No,3,7.74,1
30.72,73.0,C,1236.55,Yes,1,10.79,0
35.52,99.0,C,957.13,Yes,3,64.37,1
30.42,36.0,B,820.39,No,7,48.19,1
30.28,47.0,C,792.04,No,9,10.9,1
27.96,32.0,A,854.41,Yes,4,25.03,1
30.17,32.0,B,1708.13,Yes,1,45.77,0
23.85,84.0,C,880.99,Yes,5,22.15,0
35.92,75.0,A,1533.38,Yes,5,20.11,1
26.33,6.0,A,570.28,Yes,4,33.46,0
36.03,49.0,B,700.31,Yes,4,,1
21.54,32.0,A,746.6,Yes,9,45.15,0
31.57,3.0,A,969.93,Yes,5,12.89,0
30.96,,B,479.47,Yes,1,31.34,1
27.23,64.0,A,536.26,No,7,54.78,1
32.72,17.0,C,,Yes,1,11.58,1
26.57,84.0,B,740.12,Yes,7,15.45,0
20.55,97.0,A,726.06,Yes,6,18.51,0
34.68,86.0,B,1271.91,No,2,61.27,0
28.89,14.0,C,1092.74,No,6,0.49,1
,38.0,A,1409.58,No,9,21.22,1
26.1,89.0,C,1217.02,No,6,25.71,0
52.4,34.0,C,1174.83,Yes,1,38.09,0
26.59,60.0,C,720.74,Yes,3,15.85,0
21.75,67.0,C,1347.35,Yes,6,8.19,1
31.48,33.0,B,1501.05,Yes,3,9.22,0
31.02,45.0,A,1172.84,No,6,11.03,1
21.15,75.0,C,853.86,No,3,13.73,1
33.31,41.0,B,993.06,No,2,3.45,0
36.87,9.0,C,964.76,Yes,1,9.3,1
31.45,27.0,B,932.01,Yes,9,6.0,0
30.91,29.0,C,1304.9,No,6,17.17,0
29.38,40.0,A,1397.63,Yes,6,47.18,0
29.01,27.0,C,729.9,Yes,4,28.56,1
23.65,34.0,B,829.73,No,8,25.07,0
28.93,63.0,C,1273.96,No,7,55.38,0
35.25,16.0,A,909.2,Yes,1,13.48,1
31.54,22.0,A,1325.74,Yes,3,6.47,1
28.54,55.0,A,739.66,No,6,72.39,0
,73.0,A,,Yes,7,21.4,0
39.8,69.0,B,891.09,Yes,9,5.2,0
29.65,67.0,B,877.27,No,2,6.46,0
29.45,69.0,A,1081.8,Yes,7,8.56,0
26.14,80.0,C,747.52,Yes,8,14.47,0
42.65,43.0,A,908.93,No,8,11.66,1
22.96,36.0,C,619.56,Yes,3,15.14,1
28.08,70.0,A,1187.92,No,2,28.15,0
31.34,28.0,B,638.67,Yes,5,5.52,0
33.55,64.0,B,580.43,No,7,24.91,0
32.13,29.0,B,1378.2,Yes,2,38.4,0
26.72,32.0,B,1465.92,No,9,13.38,1
,66.0,C,761.86,Yes,6,31.42,1
34.37,30.0,C,1120.39,No,7,27.46,0
29.67,27.0,C,1263.65,No,5,6.52,1
31.44,78.0,C,865.52,No,3,9.55,0
34.23,33.0,B,1477.01,No,8,125.02,0
32.54,,B,1250.88,No,2,,0
25.31,75.0,A,862.78,No,1,,1
25.96,5.0,B,888.71,No,8,23.27,1
,,C,568.68,No,4,9.62,0
39.62,88.0,B,863.15,No,3,1.83,1
40.77,81.0,C,445.44,No,7,,0
26.46,40.0,C,1611.72,Yes,6,,1
23.82,48.0,A,955.06,No,2,8.4,0
33.75,30.0,B,593.75,Yes,4,22.47,0
32.35,11.0,A,1041.02,Yes,9,19.79,0
33.06,77.0,B,1441.49,No,9,7.65,0
23.53,73.0,B,1591.4,Yes,2,7.11,1
24.3,13.0,A,716.5,Yes,8,8.82,0
30.95,86.0,A,1189.92,No,1,7.06,0
23.63,74.0,A,805.27,Yes,7,113.0,1
33.57,71.0,A,984.38,Yes,9,28.36,1
29.46,41.0,C,1161.38,No,8,0.92,0
24.36,88.0,B,1136.05,No,6,23.77,1
25.81,0.0,A,1134.61,No,9,12.94,0
31.81,13.0,A,770.22,No,5,17.4,1
30.06,61.0,A,1031.28,Yes,4,30.77,0
32.32,35.0,B,1042.62,Yes,8,25.49,0
23.18,7.0,A,1019.07,Yes,6,19.84,0
25.19,18.0,C,844.81,No,2,,0
31.76,60.0,B,1027.58,Yes,3,0.76,0
26.75,29.0,C,1270.15,No,2,15.86,0
26.5,25.0,B,1210.28,Yes,5,46.52,0
22.22,81.0,B,664.55,No,8,18.13,0
37.0,18.0,B,1058.93,Yes,5,1.9,1
18.62,36.0,A,1188.91,No,8,58.95,0
34.54,95.0,C,1178.11,No,1,33.6,0
29.2,0.0,B,1239.5,No,1,27.26,1
26.93,3.0,C,831.0,No,3,1.86,1
37.39,38.0,C,,Yes,3,6.33,1
28.25,49.0,B,1386.93,No,3,86.91,0
31.69,1.0,B,1398.68,Yes,5,42.98,0
33.88,53.0,A,1042.72,Yes,1,56.38,0
38.91,9.0,C,-155.62,No,4,8.32,1
29.42,88.0,B,1107.46,Yes,4,6.33,0
21.71,85.0,C,859.99,No,3,4.99,1
33.78,40.0,A,1390.64,No,2,,1
42.23,74.0,A,798.8,No,6,6.43,0
24.08,75.0,A,819.64,No,7,37.54,1
30.62,95.0,A,585.95,Yes,2,20.57,0
30.16,41.0,B,698.97,Yes,7,24.4,0
24.42,10.0,B,1167.63,Yes,1,12.82,0
,76.0,C,1201.79,Yes,5,16.07,0
37.26,4.0,A,872.27,No,8,1.95,0
34.11,2.0,A,753.17,No,2,26.28,0
31.8,90.0,C,1191.08,Yes,1,25.37,1
23.53,51.0,C,1324.57,No,5,4.97,0
39.76,22.0,C,1556.96,No,1,11.13,0
36.0,80.0,A,1405.62,No,6,39.78,0
36.64,,B,,Yes,7,0.31,1
27.14,63.0,C,1431.61,No,9,5.63,0
33.68,0.0,A,1476.04,Yes,5,4.44,1
30.95,8.0,B,1068.06,Yes,1,3.8,0
32.3,61.0,A,1094.85,Yes,8,30.22,0
22.87,61.0,A,391.53,No,4,6.57,0
28.92,28.0,B,710.75,No,3,14.92,0
31.54,25.0,A,531.92,Yes,6,,0
26.77,88.0,B,891.65,Yes,9,14.42,0
26.51,15.0,C,986.52,No,1,43.06,1
36.44,41.0,B,342.89,Yes,1,1.12,0
35.38,34.0,B,1037.25,No,5,2.83,0
31.55,,A,828.65,No,5,20.09,0
28.9,69.0,B,752.11,No,4,0.89,1
33.1,62.0,C,736.52,No,1,1.68,1
27.84,72.0,B,1182.22,No,9,3.79,1
33.06,28.0,C,,No,2,26.34,0
24.57,40.0,C,808.55,Yes,9,17.27,0
29.36,20.0,C,,No,7,68.86,0
40.5,90.0,A,685.83,Yes,5,18.99,0
31.83,6.0,B,,Yes,3,2.54,0
35.52,47.0,C,1077.69,No,2,17.01,0
32.12,93.0,B,1016.21,No,3,26.91,0
23.71,96.0,C,1039.86,Yes,3,1298.55,0
22.46,57.0,A,712.44,No,7,23.89,1
34.09,32.0,C,,No,8,71.04,1
25.11,62.0,A,1243.56,No,6,9.61,1
24.78,17.0,C,753.03,Yes,3,50.96,0
25.73,15.0,A,931.07,Yes,8,24.91,0
24.47,31.0,B,494.14,Yes,2,1.55,1
29.25,23.0,A,1113.76,No,1,42.77,0
24.57,86.0,A,744.27,Yes,1,24.24,0
29.33,8.0,B,634.52,Yes,6,61.39,0
29.26,99.0,A,860.6,No,3,12.99,1
24.81,37.0,C,1128.71,No,1,61.02,0
31.45,31.0,B,977.63,No,2,624.9,1
28.47,12.0,B,1053.08,No,7,37.8,1
37.37,65.0,B,1259.86,No,3,19.18,0
34.35,4.0,A,743.7,Yes,8,22.06,1
31.28,37.0,B,981.21,Yes,1,11.68,1
41.2,5.0,A,1271.11,No,1,0.83,0
28.42,3.0,A,1110.01,Yes,8,40.71,0
33.01,83.0,A,827.41,Yes,6,24.54,0
28.99,66.0,A,,No,2,0.22,0
32.9,87.0,A,1016.88,Yes,4,2.94,0
27.92,80.0,B,681.26,Yes,8,18.56,0
28.47,24.0,A,1274.15,No,8,7.63,0
22.72,,A,841.08,Yes,5,1.21,0
30.75,61.0,C,982.33,No,9,10.85,0
,79.0,A,1468.84,No,2,14.69,0
24.46,73.0,B,954.34,No,9,5.25,1
41.8,31.0,A,1412.88,No,1,5.22,0
37.06,54.0,C,1182.82,No,8,,0
28.42,53.0,B,735.23,Yes,4,1.38,0
23.87,85.0,A,682.77,Yes,2,12.71,0
28.44,47.0,A,798.98,No,8,17.89,0
28.56,26.0,C,906.32,Yes,5,7.81,0
27.38,3.0,C,885.85,Yes,5,6.02,0
33.63,88.0,C,1020.74,Yes,8,49.25,0
30.92,9.0,A,1358.78,Yes,6,14.18,1
30.13,71.0,B,,No,2,39.73,0
34.54,24.0,A,930.32,No,8,22.15,1
32.48,51.0,C,365.55,No,1,44.17,0
24.11,,B,1357.42,Yes,7,25.47,0
30.92,70.0,C,717.29,Yes,9,9.1,1
30.89,60.0,A,861.6,No,3,47.39,0
39.63,59.0,B,1092.08,Yes,4,0.55,1
32.53,11.0,A,1139.44,Yes,8,,0
,45.0,A,1191.78,No,6,53.5,1
29.32,,C,780.54,No,9,2.26,0
27.41,17.0,B,1231.21,Yes,5,18.53,0
31.05,75.0,C,980.05,No,8,28.47,0
26.81,84.0,B,1357.87,No,5,4.65,1
27.79,,A,1040.97,No,1,72.53,1
26.98,6.0,A,429.3,No,6,32.69,0
37.56,75.0,B,1365.79,Yes,9,22.52,0
31.8,75.0,C,1178.76,No,5,62.49,1
,28.0,B,1010.06,No,6,,0
38.57,22.0,A,1085.13,No,7,29.73,0
34.78,1.0,B,1228.51,No,8,0.91,1
27.04,,A,1119.11,Yes,7,44.51,1
30.51,27.0,C,1236.35,Yes,8,15.05,1
28.15,85.0,B,813.88,No,9,29.32,0
29.5,41.0,C,608.49,No,2,,0
26.29,42.0,C,1232.73,No,7,7.38,0
29.85,4.0,A,,No,8,10.4,0
37.0,,B,653.65,No,9,14.3,1
23.01,,C,716.62,Yes,7,2.24,1
,2.0,A,1631.7,No,5,38.66,0
28.89,64.0,B,907.82,No,1,17.73,0
27.48,2.0,C,1248.42,Yes,1,10.06,1
30.22,11.0,B,708.51,Yes,9,5.47,1
29.19,37.0,B,1356.47,Yes,8,4.2,0
31.9,94.0,A,1145.45,Yes,6,20.88,1
22.94,58.0,C,265.95,No,5,,0
35.49,26.0,A,441.38,No,6,0.04,0
40.59,93.0,C,1294.66,No,8,2.04,0
26.14,71.0,B,9345.1,Yes,2,24.38,1
27.89,3.0,C,538.77,Yes,2,13.79,0
28.26,23.0,A,764.85,No,9,2.05,0
24.38,75.0,C,1115.06,No,9,8.46,1
35.73,5.0,A,1122.52,No,6,28.27,0
38.39,12.0,A,951.51,Yes,8,3.48,1
24.64,47.0,C,942.43,Yes,5,2.62,0
40.49,,B,685.32,No,3,7.84,0
26.97,21.0,A,1479.9,Yes,9,11.42,0
36.27,76.0,A,1551.98,Yes,8,6.97,0
39.51,29.0,C,948.23,Yes,5,35.51,0
,63.0,B,1201.19,No,2,37.47,0
45.19,83.0,A,1267.61,No,3,3.52,0
24.89,68.0,C,1392.75,No,4,15.17,0
27.99,49.0,A,1656.7,No,8,0.65,0
24.44,31.0,C,1380.6,No,1,1.46,0
35.25,4.0,C,8758.099999999999,No,2,6.87,0
,5.0,B,,Yes,7,17.97,0
33.92,78.0,C,1098.68,No,2,3.23,1
33.4,35.0,A,1088.06,No,8,,0
35.36,33.0,B,1107.6,No,7,5.17,0
38.94,78.0,A,1219.54,No,7,17.42,0
35.6,82.0,B,809.06,Yes,4,5.88,0
,71.0,C,688.67,Yes,8,38.47,0
30.09,93.0,A,972.33,No,8,80.04,0
23.76,86.0,B,1039.67,Yes,7,1.91,0
24.35,88.0,A,864.53,Yes,6,67.81,1
33.17,49.0,A,790.82,No,2,11.73,0
27.69,25.0,C,765.73,No,1,0.37,1
21.13,95.0,B,1169.28,Yes,6,43.0,0
28.48,3.0,A,949.84,Yes,6,,0
31.25,6.0,A,657.58,Yes,3,3.54,0
28.66,7.0,A,1133.0,Yes,7,2.67,1
26.62,84.0,B,1077.96,No,7,10.66,1
25.91,29.0,A,1409.24,No,6,26.7,0
31.98,54.0,C,1058.73,No,3,0.18,0
26.65,61.0,C,995.89,Yes,1,7.44,0
35.28,11.0,B,481.91,Yes,9,17.66,1
27.68,20.0,C,1313.71,No,8,75.8,0
23.09,56.0,A,679.78,No,7,92.57,0
23.53,94.0,B,450.66,Yes,3,10.16,0
27.8,21.0,A,1133.23,No,1,62.1,1
29.07,57.0,B,1203.06,No,9,64.32,0
40.09,14.0,B,1287.58,No,2,3.5,1
25.55,20.0,C,978.27,No,4,3.46,0
35.64,91.0,B,625.65,Yes,7,10.63,0
27.05,50.0,C,1441.38,No,7,24.34,0
35.49,14.0,B,,Yes,6,14.23,0
31.61,90.0,B,1739.01,Yes,5,1.99,0
,22.0,A,899.38,Yes,7,18.06,0
29.52,7.0,B,1197.65,Yes,8,49.09,1
33.63,16.0,A,1341.18,No,4,0.87,1
16.48,68.0,C,801.79,No,8,0.35,1
28.15,54.0,C,791.94,No,6,34.57,0
30.83,95.0,A,976.04,No,6,31.72,1
38.12,27.0,C,506.8,No,3,1.37,0
,88.0,A,648.33,No,7,19.39,0
33.89,48.0,A,662.48,No,3,8.56,0
22.57,19.0,C,1415.09,Yes,3,16.87,0
27.42,,C,1408.36,Yes,3,28.87,0
28.29,81.0,A,986.79,Yes,2,23.48,0
27.47,8.0,B,797.7,Yes,7,11.91,1
29.4,67.0,A,1043.48,Yes,4,36.94,0
25.55,92.0,B,588.1,No,4,0.54,1
23.81,78.0,A,1113.87,Yes,9,69.6,0
26.27,80.0,A,1495.36,No,4,18.4,1
33.11,96.0,A,1114.62,Yes,1,38.56,1
32.15,47.0,A,1383.83,Yes,1,9.39,1
29.6,66.0,C,913.06,No,1,,1
30.0,56.0,C,744.74,Yes,3,24.08,1
29.01,59.0,A,1116.91,No,2,19.56,0
33.27,54.0,B,902.39,Yes,5,12.28,1
25.18,92.0,B,823.35,Yes,8,,1
26.07,94.0,B,,Yes,8,44.49,1
23.58,0.0,A,1137.63,Yes,8,11.19,1
30.0,16.0,B,777.71,Yes,7,1.07,1
33.97,92.0,C,1285.69,No,3,3.9,0
26.43,73.0,A,1098.17,Yes,7,23.6,1
32.73,91.0,B,975.9,No,6,21.52,0
30.44,53.0,C,1467.94,No,7,8.93,0
27.61,16.0,B,886.54,No,3,73.43,1
31.34,89.0,A,1526.32,No,9,9.19,0
,24.0,B,607.63,Yes,1,22.76,1
27.75,47.0,B,875.27,No,6,24.06,1
29.18,17.0,B,,No,4,4.16,0
28.99,69.0,A,598.89,No,1,316.95,1
25.65,0.0,C,981.5,No,5,14.92,1
30.43,99.0,C,614.21,No,3,,1
31.92,42.0,A,1231.51,No,2,24.86,0
26.52,96.0,A,443.41,No,8,,0
,44.0,C,1213.64,No,9,25.68,1
28.52,37.0,B,894.0,Yes,8,0.04,0
30.27,17.0,C,,No,7,19.81,0
26.4,93.0,B,649.37,No,5,8.07,1
26.43,12.0,A,1149.93,No,8,15.4,1
27.93,96.0,C,1758.14,No,7,12.12,1
22.15,83.0,A,803.58,Yes,2,10.09,1
30.27,43.0,C,909.74,No,2,1.36,1
23.4,42.0,B,776.36,No,9,9.56,1
36.71,26.0,B,,No,8,14.06,0
32.94,8.0,C,1706.63,No,5,27.62,1
30.58,8.0,C,488.14,Yes,7,7.73,1
34.34,50.0,B,1408.23,No,3,10.82,1
34.52,40.0,A,1550.37,No,7,5.43,1
,71.0,A,803.73,No,5,46.9,0
32.57,58.0,B,876.87,No,6,27.11,0
32.69,76.0,B,626.74,Yes,6,19.97,1
34.41,42.0,C,1036.89,No,5,35.32,0
30.63,8.0,C,1078.32,Yes,1,4.86,1
25.59,1.0,C,1152.63,Yes,6,6.85,0
24.89,1.0,A,360.03,No,5,227.10000000000002,0
29.03,,B,617.93,Yes,4,3.23,1
29.04,60.0,C,988.39,Yes,1,2.99,1
33.58,65.0,C,1015.69,Yes,3,30.89,0
43.8,45.0,C,1054.62,Yes,3,4.76,0
36.63,18.0,C,1219.48,Yes,2,18.23,0
26.01,67.0,C,1220.14,Yes,3,1.87,0
27.55,66.0,B,1209.29,No,3,8.49,0
29.59,33.0,C,715.79,Yes,7,282.6,0
39.88,3.0,A,1025.9,No,1,31.47,0
34.04,80.0,C,724.04,Yes,6,45.03,1
24.54,39.0,B,,No,1,26.4,0
26.69,91.0,B,967.61,No,3,21.85,1
,82.0,A,958.96,Yes,4,7.64,1
,3.0,A,1121.19,Yes,9,63.49,1
26.85,20.0,C,1291.43,No,2,15.56,0
30.67,39.0,C,959.67,Yes,6,35.09,0
29.93,82.0,C,912.16,No,7,10.32,1
38.07,71.0,C,857.58,Yes,3,,1
22.68,7.0,C,742.19,No,5,12.59,0
22.66,47.0,B,1584.58,Yes,1,1.54,1
25.6,31.0,A,893.83,No,9,66.4,1
29.53,98.0,B,,No,3,97.72,1
37.35,85.0,A,1319.81,Yes,2,16.57,0
25.94,3.0,C,1206.63,Yes,3,0.19,1
28.06,3.0,B,638.71,Yes,7,17.77,0
31.21,2.0,A,1441.68,Yes,6,10.72,0
22.2,98.0,C,1040.34,Yes,1,19.32,0
34.07,,C,1542.95,No,5,11.19,0
30.84,90.0,B,897.41,No,2,3.39,1
28.93,24.0,C,1429.29,No,2,46.92,1
24.87,12.0,C,799.23,No,7,7.83,0
32.96,33.0,C,1380.97,Yes,2,2.8,0
34.82,14.0,C,1086.09,Yes,3,55.96,0
23.52,73.0,C,1416.62,Yes,3,67.03,0
34.3,,B,1121.07,Yes,2,30.89,0
22.24,49.0,B,634.95,Yes,2,6.14,0
25.54,44.0,C,1265.56,Yes,7,3.94,1
30.84,44.0,C,726.59,No,1,3.24,0
25.96,98.0,C,696.61,No,7,2.0,1
34.12,58.0,A,1205.84,No,9,48.48,0
37.65,13.0,A,675.14,Yes,3,5.58,0
26.07,39.0,A,747.17,No,3,21.4,0
28.06,49.0,C,1284.43,No,2,36.7,1
31.19,29.0,A,1481.56,No,8,11.2,0
22.85,83.0,B,919.19,No,3,4.5,1
23.41,30.0,A,972.79,Yes,5,5.92,0
30.69,33.0,B,1234.33,Yes,9,10.05,0
32.67,25.0,B,1271.85,Yes,5,4.95,1
29.52,49.0,C,1052.68,No,5,71.09,1
36.05,89.0,C,1017.09,No,1,42.43,1
38.61,75.0,A,1502.34,Yes,8,44.76,0
30.23,5.0,A,1078.38,No,2,12.25,1
33.19,40.0,B,1288.44,No,8,8.33,0
26.68,32.0,C,1714.86,Yes,8,21.85,0
33.96,70.0,C,1308.06,No,2,8.72,0
30.43,63.0,C,1288.24,No,2,6.2,0
23.61,76.0,C,1159.2,Yes,8,9.08,1
26.12,52.0,A,,No,7,9.37,1
,6.0,C,1203.04,Yes,7,21.0,0
28.9,74.0,B,,No,5,21.23,0
32.13,62.0,A,1579.69,Yes,4,10.08,0
33.8,57.0,B,887.52,No,1,24.12,1
27.82,12.0,B,974.19,No,7,13.62,0
32.26,66.0,B,831.9,No,4,20.13,0
31.72,70.0,C,1383.61,Yes,8,25.51,0
32.39,95.0,C,,Yes,4,8.01,0
30.01,20.0,B,323.01,Yes,3,14.7,0
31.29,12.0,B,1346.78,Yes,8,40.21,1
31.48,29.0,C,1338.34,No,7,22.9,0
36.03,39.0,C,1254.25,Yes,8,10.94,0
27.15,53.0,A,1154.53,No,8,,1
35.03,92.0,C,1206.5,Yes,7,1.13,0
26.03,40.0,C,1063.07,Yes,4,327.9,0
21.57,99.0,A,1212.78,No,4,25.14,0
22.24,,C,1616.97,No,3,18.77,1
32.51,56.0,C,846.68,Yes,9,12.85,1
30.17,68.0,A,1449.43,No,4,17.6,0
24.86,77.0,B,1246.73,Yes,4,20.61,1
18.17,75.0,B,907.74,Yes,2,1.56,1
32.26,75.0,B,672.53,Yes,5,18.95,0
32.72,83.0,C,882.11,Yes,9,15.34,0
23.69,3.0,C,1051.27,No,4,5.47,0
35.79,33.0,C,1350.78,No,1,40.03,1
,83.0,A,1086.4,No,4,,1
35.61,41.0,C,1081.87,Yes,7,8.17,0
